,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,crime_types_combined,crime_class_type_subtype,max_sentence
0,2010,2013,Black,1.0,C Felony,Violent,Robbery,Parole,7JD,1,1,0.0,True,Violent_Robbery,C Felony_Violent_Robbery,10.0
1,2010,2013,White,1.0,D Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0.0,True,Property_Theft,D Felony_Property_Theft,5.0
2,2010,2013,White,2.0,B Felony,Drug,Trafficking,Parole,5JD,1,1,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
3,2010,2013,White,1.0,B Felony,Other,Other Criminal,Parole,6JD,0,1,0.0,True,Other_Other Criminal,B Felony_Other_Other Criminal,50.0
4,2010,2013,Black,2.0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0.0,True,Violent_Assault,D Felony_Violent_Assault,5.0
5,2010,2013,White,1.0,C Felony,Drug,Trafficking,Parole,4JD,0,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
6,2010,2013,White,1.0,C Felony,Drug,Trafficking,Parole,4JD,0,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
7,2010,2013,Black,2.0,D Felony,Public Order,OWI,Parole,6JD,1,1,0.0,True,Public Order_OWI,D Felony_Public Order_OWI,5.0
8,2010,2013,White,1.0,Felony - Enhanced,Property,Forgery/Fraud,Parole,7JD,0,1,0.0,True,Property_Forgery/Fraud,Felony - Enhanced_Property_Forgery/Fraud,10.0
9,2010,2013,Black,1.0,C Felony,Violent,Other Violent,Parole,1JD,1,1,0.0,True,Violent_Other Violent,C Felony_Violent_Other Violent,10.0
10,2010,2013,White,1.0,C Felony,Drug,Trafficking,Parole,3JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
11,2010,2013,White,1.0,C Felony,Drug,Trafficking,Parole,1JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
12,2010,2013,Black,2.0,D Felony,Drug,Drug Possession,Parole,8JD,1,1,0.0,True,Drug_Drug Possession,D Felony_Drug_Drug Possession,5.0
13,2010,2013,White,3.0,D Felony,Drug,Other Drug,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Other Drug,D Felony_Drug_Other Drug,5.0
14,2010,2013,White,3.0,D Felony,Drug,Other Drug,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Other Drug,D Felony_Drug_Other Drug,5.0
15,2010,2013,Black,0.0,C Felony,Property,Burglary,Parole,1JD,0,1,0.0,True,Property_Burglary,C Felony_Property_Burglary,10.0
16,2010,2013,White,0.0,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0.0,True,Public Order_OWI,D Felony_Public Order_OWI,5.0
17,2010,2013,White,2.0,D Felony,Property,Theft,Parole,7JD,1,1,1.0,True,Property_Theft,D Felony_Property_Theft,5.0
18,2010,2013,Black,1.0,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,1.0,True,Violent_Sex,C Felony_Violent_Sex,10.0
19,2010,2013,Black,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
20,2010,2013,Black,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
21,2010,2013,White,2.0,D Felony,Violent,Assault,Parole,6JD,0,1,0.0,True,Violent_Assault,D Felony_Violent_Assault,5.0
22,2010,2013,White,2.0,D Felony,Violent,Assault,Parole,6JD,0,1,0.0,True,Violent_Assault,D Felony_Violent_Assault,5.0
23,2010,2013,Black,0.0,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
24,2010,2013,Black,0.0,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
25,2010,2013,Black,0.0,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
26,2010,2013,Black,0.0,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
27,2010,2013,White,0.0,D Felony,Drug,Trafficking,Parole,6JD,1,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
28,2010,2013,Black,0.0,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,1JD,0,1,1.0,False,Property_Forgery/Fraud,Aggravated Misdemeanor_Property_Forgery/Fraud,2.0
29,2010,2013,White,3.0,Aggravated Misdemeanor,Property,Theft,Parole,2JD,0,1,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
30,2010,2013,American Native,1.0,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
31,2010,2013,White,1.0,B Felony,Drug,Trafficking,Parole,5JD,1,1,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
32,2010,2013,White,1.0,Felony - Enhanced,Property,Theft,Parole,8JD,1,1,0.0,True,Property_Theft,Felony - Enhanced_Property_Theft,10.0
33,2010,2013,White,0.0,D Felony,Property,Theft,Parole,5JD,1,1,0.0,True,Property_Theft,D Felony_Property_Theft,5.0
34,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
35,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
36,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
37,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
38,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
39,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
40,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
41,2010,2013,Hispanic,1.0,B Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,B Felony_Drug_Trafficking,50.0
42,2010,2013,White,1.0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0.0,False,Violent_Assault,Aggravated Misdemeanor_Violent_Assault,2.0
43,2010,2013,Black,1.0,C Felony,Property,Burglary,Parole,7JD,1,1,0.0,True,Property_Burglary,C Felony_Property_Burglary,10.0
44,2010,2013,Black,2.0,D Felony,Property,Burglary,Parole,6JD,0,1,0.0,True,Property_Burglary,D Felony_Property_Burglary,5.0
45,2010,2013,White,4.0,C Felony,Property,Theft,Parole,1JD,0,1,0.0,True,Property_Theft,C Felony_Property_Theft,10.0
46,2010,2013,White,1.0,D Felony,Public Order,Traffic,Parole,8JD,0,1,0.0,True,Public Order_Traffic,D Felony_Public Order_Traffic,5.0
47,2010,2013,Black,4.0,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
48,2010,2013,White,1.0,D Felony,Drug,Trafficking,Parole,4JD,1,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
49,2010,2013,White,2.0,Aggravated Misdemeanor,Public Order,Alcohol,Parole,2JD,0,1,0.0,False,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol,2.0
50,2010,2013,White,2.0,Aggravated Misdemeanor,Public Order,Alcohol,Parole,2JD,0,1,0.0,False,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol,2.0
51,2010,2013,Hispanic,0.0,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
52,2010,2013,White,3.0,Felony - Enhanced,Drug,Trafficking,Parole,7JD,1,1,1.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
53,2010,2013,American Native,1.0,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0.0,True,Violent_Sex,C Felony_Violent_Sex,10.0
54,2010,2013,White,1.0,C Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0.0,True,Property_Theft,C Felony_Property_Theft,10.0
55,2010,2013,American Native,3.0,D Felony,Drug,Other Drug,Discharged – End of Sentence,unknown,0,0,1.0,True,Drug_Other Drug,D Felony_Drug_Other Drug,5.0
56,2010,2013,White,0.0,C Felony,Property,Burglary,Parole,6JD,1,1,0.0,True,Property_Burglary,C Felony_Property_Burglary,10.0
57,2010,2013,White,1.0,C Felony,Violent,Robbery,Parole,4JD,1,1,0.0,True,Violent_Robbery,C Felony_Violent_Robbery,10.0
58,2010,2013,Black,1.0,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
59,2010,2013,Black,1.0,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
60,2010,2013,White,1.0,D Felony,Public Order,Traffic,Discharged – End of Sentence,unknown,0,0,0.0,True,Public Order_Traffic,D Felony_Public Order_Traffic,5.0
61,2010,2013,White,1.0,D Felony,Public Order,Traffic,Discharged – End of Sentence,unknown,0,0,0.0,True,Public Order_Traffic,D Felony_Public Order_Traffic,5.0
62,2010,2013,White,1.0,D Felony,Public Order,Traffic,Discharged – End of Sentence,unknown,0,0,0.0,True,Public Order_Traffic,D Felony_Public Order_Traffic,5.0
63,2010,2013,White,1.0,Felony - Enhanced,Property,Theft,Parole,2JD,1,0,0.0,True,Property_Theft,Felony - Enhanced_Property_Theft,10.0
64,2010,2013,American Native,2.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
65,2010,2013,White,2.0,D Felony,Property,Forgery/Fraud,Parole,7JD,0,1,1.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
66,2010,2013,White,2.0,D Felony,Property,Forgery/Fraud,Parole,7JD,0,1,1.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
67,2010,2013,White,2.0,D Felony,Property,Forgery/Fraud,Parole,7JD,0,1,1.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
68,2010,2013,White,1.0,B Felony,Other,Other Criminal,Parole,4JD,1,1,1.0,True,Other_Other Criminal,B Felony_Other_Other Criminal,50.0
69,2010,2013,Black,2.0,D Felony,Property,Forgery/Fraud,Parole,1JD,1,1,0.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
70,2010,2013,White,3.0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0.0,False,Violent_Assault,Aggravated Misdemeanor_Violent_Assault,2.0
71,2010,2013,Asian or Pacific Islander,1.0,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Vandalism,Aggravated Misdemeanor_Property_Vandalism,2.0
72,2010,2013,Black,4.0,C Felony,Drug,Trafficking,Parole,2JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
73,2010,2013,Hispanic,2.0,C Felony,Violent,Robbery,Parole,8JD,0,1,0.0,True,Violent_Robbery,C Felony_Violent_Robbery,10.0
74,2010,2013,White,1.0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
75,2010,2013,White,1.0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
76,2010,2013,White,1.0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
77,2010,2013,White,1.0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
78,2010,2013,White,1.0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
79,2010,2013,White,4.0,B Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,1.0,True,Violent_Sex,B Felony_Violent_Sex,50.0
80,2010,2013,White,1.0,D Felony,Property,Forgery/Fraud,Parole,4JD,0,1,1.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
81,2010,2013,White,0.0,C Felony,Drug,Other Drug,Parole,1JD,0,1,0.0,True,Drug_Other Drug,C Felony_Drug_Other Drug,10.0
82,2010,2013,Black,2.0,D Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0.0,True,Violent_Other Violent,D Felony_Violent_Other Violent,5.0
83,2010,2013,White,3.0,D Felony,Public Order,Weapons,Parole,1JD,0,1,0.0,True,Public Order_Weapons,D Felony_Public Order_Weapons,5.0
84,2010,2013,White,2.0,D Felony,Violent,Assault,Parole,1JD,0,1,0.0,True,Violent_Assault,D Felony_Violent_Assault,5.0
85,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
86,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
87,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
88,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
89,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
90,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
91,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
92,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
93,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
94,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
95,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
96,2010,2013,White,1.0,D Felony,Drug,Drug Possession,Parole,8JD,0,1,1.0,True,Drug_Drug Possession,D Felony_Drug_Drug Possession,5.0
97,2010,2013,White,1.0,Aggravated Misdemeanor,Drug,Drug Possession,Parole,8JD,1,1,0.0,False,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession,2.0
98,2010,2013,White,4.0,D Felony,Property,Theft,Parole,1JD,1,1,1.0,True,Property_Theft,D Felony_Property_Theft,5.0
99,2010,2013,White,1.0,D Felony,Violent,Other Violent,Parole,1JD,1,1,0.0,True,Violent_Other Violent,D Felony_Violent_Other Violent,5.0
100,2010,2013,Black,1.0,B Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,1,1,0.0,True,Violent_Other Violent,B Felony_Violent_Other Violent,50.0
101,2010,2013,White,3.0,D Felony,Property,Theft,Parole,1JD,0,1,1.0,True,Property_Theft,D Felony_Property_Theft,5.0
102,2010,2013,White,1.0,D Felony,Property,Theft,Parole,5JD,1,1,0.0,True,Property_Theft,D Felony_Property_Theft,5.0
103,2010,2013,White,2.0,C Felony,Drug,Trafficking,Parole,7JD,0,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
104,2010,2013,White,3.0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0.0,True,Property_Burglary,D Felony_Property_Burglary,5.0
105,2010,2013,White,3.0,D Felony,Property,Burglary,Parole,8JD,0,1,0.0,True,Property_Burglary,D Felony_Property_Burglary,5.0
106,2010,2013,Black,2.0,D Felony,Property,Theft,Parole,7JD,0,1,1.0,True,Property_Theft,D Felony_Property_Theft,5.0
107,2010,2013,White,1.0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,1.0,True,Property_Burglary,D Felony_Property_Burglary,5.0
108,2010,2013,Asian or Pacific Islander,1.0,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0.0,True,Violent_Assault,D Felony_Violent_Assault,5.0
109,2010,2013,White,2.0,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,1.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
110,2010,2013,White,2.0,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,1.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
111,2010,2013,White,2.0,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,1.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
112,2010,2013,Hispanic,1.0,C Felony,Drug,Trafficking,Parole,2JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
113,2010,2013,Hispanic,1.0,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,0,0,0.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
114,2010,2013,White,2.0,C Felony,Property,Theft,Parole,5JD,1,1,0.0,True,Property_Theft,C Felony_Property_Theft,10.0
115,2010,2013,Black,1.0,C Felony,Drug,Trafficking,Parole,1JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
116,2010,2013,White,2.0,C Felony,Drug,Trafficking,Parole,5JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
117,2010,2013,White,1.0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,1,0,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
118,2010,2013,Hispanic,2.0,D Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,1.0,True,Property_Theft,D Felony_Property_Theft,5.0
119,2010,2013,Black,4.0,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
120,2010,2013,White,2.0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0.0,True,Property_Burglary,C Felony_Property_Burglary,10.0
121,2010,2013,White,2.0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0.0,True,Property_Burglary,C Felony_Property_Burglary,10.0
122,2010,2013,White,2.0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0.0,True,Property_Burglary,C Felony_Property_Burglary,10.0
123,2010,2013,Black,3.0,Felony - Enhanced,Property,Theft,Parole,6JD,1,1,0.0,True,Property_Theft,Felony - Enhanced_Property_Theft,10.0
124,2010,2013,Black,1.0,C Felony,Drug,Trafficking,Parole,8JD,0,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
125,2010,2013,Black,1.0,C Felony,Drug,Trafficking,Parole,8JD,0,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
126,2010,2013,Black,1.0,C Felony,Drug,Trafficking,Parole,8JD,0,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
127,2010,2013,Hispanic,1.0,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0.0,True,Violent_Sex,C Felony_Violent_Sex,10.0
128,2010,2013,White,2.0,D Felony,Drug,Drug Possession,Parole,6JD,0,1,0.0,True,Drug_Drug Possession,D Felony_Drug_Drug Possession,5.0
129,2010,2013,White,2.0,D Felony,Drug,Drug Possession,Parole,6JD,0,1,0.0,True,Drug_Drug Possession,D Felony_Drug_Drug Possession,5.0
130,2010,2013,Hispanic,4.0,C Felony,Drug,Trafficking,Parole,7JD,0,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
131,2010,2013,White,0.0,D Felony,Drug,Other Drug,Parole,1JD,1,1,0.0,True,Drug_Other Drug,D Felony_Drug_Other Drug,5.0
132,2010,2013,White,1.0,Felony - Enhanced,Violent,Assault,Parole,8JD,0,1,0.0,True,Violent_Assault,Felony - Enhanced_Violent_Assault,10.0
133,2010,2013,Hispanic,1.0,D Felony,Drug,Trafficking,Parole,7JD,0,1,0.0,True,Drug_Trafficking,D Felony_Drug_Trafficking,5.0
134,2010,2013,White,3.0,C Felony,Violent,Robbery,Parole,8JD,1,1,0.0,True,Violent_Robbery,C Felony_Violent_Robbery,10.0
135,2010,2013,Black,1.0,C Felony,Drug,Trafficking,Parole,7JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
136,2010,2013,Black,2.0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0.0,False,Violent_Assault,Aggravated Misdemeanor_Violent_Assault,2.0
137,2010,2013,Black,0.0,C Felony,Property,Theft,Parole,4JD,1,1,0.0,True,Property_Theft,C Felony_Property_Theft,10.0
138,2010,2013,White,0.0,D Felony,Property,Vandalism,Parole,2JD,1,1,0.0,True,Property_Vandalism,D Felony_Property_Vandalism,5.0
139,2010,2013,Hispanic,1.0,D Felony,Public Order,OWI,Parole,2JD,0,1,0.0,True,Public Order_OWI,D Felony_Public Order_OWI,5.0
140,2010,2013,Hispanic,1.0,D Felony,Drug,Drug Possession,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Drug Possession,D Felony_Drug_Drug Possession,5.0
141,2010,2013,White,0.0,D Felony,Violent,Assault,Parole,4JD,1,1,0.0,True,Violent_Assault,D Felony_Violent_Assault,5.0
142,2010,2013,White,0.0,C Felony,Drug,Trafficking,Parole,5JD,1,1,1.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
143,2010,2013,White,1.0,Aggravated Misdemeanor,Public Order,Flight/Escape,Discharged – End of Sentence,unknown,0,0,0.0,False,Public Order_Flight/Escape,Aggravated Misdemeanor_Public Order_Flight/Escape,2.0
144,2010,2013,White,3.0,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,unknown,1,0,0.0,False,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol,2.0
145,2010,2013,Black,1.0,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,1,0,0.0,True,Violent_Sex,C Felony_Violent_Sex,10.0
146,2010,2013,Black,0.0,D Felony,Public Order,Weapons,Parole,7JD,0,1,0.0,True,Public Order_Weapons,D Felony_Public Order_Weapons,5.0
147,2010,2013,Black,1.0,D Felony,Property,Vandalism,Discharged – End of Sentence,unknown,1,0,0.0,True,Property_Vandalism,D Felony_Property_Vandalism,5.0
148,2010,2013,White,2.0,D Felony,Property,Theft,Parole,3JD,1,1,0.0,True,Property_Theft,D Felony_Property_Theft,5.0
149,2010,2013,Black,1.0,D Felony,Violent,Assault,Parole,5JD,0,1,0.0,True,Violent_Assault,D Felony_Violent_Assault,5.0
150,2010,2013,Black,0.0,C Felony,Drug,Trafficking,Parole,5JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
151,2010,2013,White,1.0,D Felony,Drug,Drug Possession,Parole,5JD,1,1,0.0,True,Drug_Drug Possession,D Felony_Drug_Drug Possession,5.0
152,2010,2013,White,0.0,D Felony,Drug,Other Drug,Parole,3JD,1,1,0.0,True,Drug_Other Drug,D Felony_Drug_Other Drug,5.0
153,2010,2013,Black,1.0,Aggravated Misdemeanor,Violent,Assault,Special Sentence,1JD,1,1,0.0,False,Violent_Assault,Aggravated Misdemeanor_Violent_Assault,2.0
154,2010,2013,White,1.0,C Felony,Violent,Sex,Parole,2JD,0,1,0.0,True,Violent_Sex,C Felony_Violent_Sex,10.0
155,2010,2013,White,1.0,C Felony,Property,Arson,Parole,5JD,0,1,0.0,True,Property_Arson,C Felony_Property_Arson,10.0
156,2010,2013,Black,1.0,C Felony,Property,Theft,Parole,5JD,1,1,1.0,True,Property_Theft,C Felony_Property_Theft,10.0
157,2010,2013,White,3.0,Felony - Enhanced,Drug,Trafficking,Parole,1JD,1,1,0.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
158,2010,2013,Black,3.0,D Felony,Drug,Other Drug,Discharged – End of Sentence,unknown,0,0,0.0,True,Drug_Other Drug,D Felony_Drug_Other Drug,5.0
159,2010,2013,Black,2.0,C Felony,Property,Burglary,Parole,5JD,1,1,0.0,True,Property_Burglary,C Felony_Property_Burglary,10.0
160,2010,2013,Black,1.0,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,0.0,True,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud,5.0
161,2010,2013,Black,3.0,Felony - Enhanced,Property,Forgery/Fraud,Parole,7JD,1,1,0.0,True,Property_Forgery/Fraud,Felony - Enhanced_Property_Forgery/Fraud,10.0
162,2010,2013,Black,3.0,D Felony,Property,Burglary,Parole,5JD,0,1,0.0,True,Property_Burglary,D Felony_Property_Burglary,5.0
163,2010,2013,White,4.0,D Felony,Public Order,OWI,Parole,4JD,1,1,0.0,True,Public Order_OWI,D Felony_Public Order_OWI,5.0
164,2010,2013,White,2.0,Felony - Enhanced,Drug,Trafficking,Parole,7JD,0,1,0.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
165,2010,2013,White,2.0,Felony - Enhanced,Drug,Trafficking,Parole,7JD,0,1,0.0,True,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking,10.0
166,2010,2013,White,0.0,Aggravated Misdemeanor,Property,Theft,Parole,2JD,0,1,0.0,False,Property_Theft,Aggravated Misdemeanor_Property_Theft,2.0
167,2010,2013,White,2.0,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,1.0,False,Property_Forgery/Fraud,Aggravated Misdemeanor_Property_Forgery/Fraud,2.0
168,2010,2013,White,1.0,C Felony,Drug,Trafficking,Parole,4JD,1,1,0.0,True,Drug_Trafficking,C Felony_Drug_Trafficking,10.0
169,2010,2013,White,0.0,C Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0.0,True,Violent_Assault,C Felony_Violent_Assault,10.0
